FILE INFORMATION:

   Simulation name: Ex-BBa
   Simulation type: Experimental
   Domain:  
   dt: 1
   depth: 250
   strt_mon: 3
   wind_beta: 0.5
   strt_day: 1
   days: 250
   dt_save: 1
   lat: 68.98
   rkz_surf: 0
   diagnostics: 1
   biol: 5
   wind_scale: 1
   o2_sat_start: 1
   sat_start: 1
   dn2ar_deep: 0
   param: l13
   dz: 25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25

DATA:

time [ ],mld_t [ ],deep_t [ ],mld_s [ ],deep_s [ ],deep_dens [ ],u10 [ ],ice [ ],slp [ ],do2ar [ ],do2n2 [ ],mld [ ],mld_o2sat [ ],mld_arsat [ ],mld_n2sat [ ],ceq_o2 [ ],ceq_ar [ ],ceq_n2 [ ],o2_deep [ ],ar_deep [ ],n2_deep [ ],o2_fd [ ],o2_fc [ ],o2_fp [ ],o2_fk [ ],o2_fw [ ],o2_fN [ ],o2_fe [ ],ar_fd [ ],ar_fc [ ],ar_fp [ ],ar_fk [ ],ar_fw [ ],ar_fe [ ],n2_fd [ ],n2_fc [ ],n2_fp [ ],n2_fk [ ],n2_fw [ ],n2_fe [ ],o2_deq [ ],ar_deq [ ],n2_deq [ ],upw [ ],kz [ ],dn2ar_deep [ ],n2fix [ ],n2pr [ ],n2pr_noMix [ ]
10.000,-1.774,-2.182,31.942,32.163,1026.419,6.605,0.992,1009.731,0.137,0.133,86.105,100.093,99.956,99.960,383.192,18.732,683.659,387.064,18.920,689.948,-0.000,0.000,0.000,0.000,0.000,0.058,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.002,0.002,0.000,0.000,0.000,0.000,NaN,NaN
11.000,-1.764,-2.172,31.942,32.163,1026.410,4.946,0.994,1014.100,0.152,0.150,84.290,100.462,100.309,100.312,381.843,18.666,681.262,386.958,18.915,689.773,-0.000,0.000,0.000,0.000,0.000,0.059,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.000,0.000,0.000,0.000,NaN,NaN
12.000,-1.768,-2.175,31.942,32.163,1026.402,3.389,0.990,1016.126,0.168,0.167,82.446,100.072,99.904,99.905,383.391,18.742,684.037,386.994,18.917,689.832,-0.000,0.000,0.000,0.000,0.000,0.061,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,NaN
13.000,-1.770,-2.178,31.942,32.163,1026.393,4.263,0.990,1014.310,0.184,0.182,80.581,99.879,99.696,99.697,384.192,18.781,685.462,387.020,18.918,689.874,0.000,0.000,0.000,0.000,0.000,0.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,NaN,NaN
14.000,-1.780,-2.188,31.942,32.163,1026.384,5.580,0.990,1010.251,0.200,0.198,78.700,100.067,99.868,99.870,383.531,18.749,684.279,387.126,18.923,690.049,-0.000,0.000,0.000,0.000,0.000,0.064,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.000,0.000,0.000,0.000,NaN,NaN
15.000,-1.790,-2.198,31.942,32.163,1026.375,8.030,0.990,1004.025,0.216,0.213,76.809,100.459,100.242,100.246,382.100,18.679,681.712,387.232,18.928,690.224,-0.000,0.000,0.000,0.000,0.000,0.065,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.004,0.000,0.000,0.000,0.000,NaN,NaN
16.000,-1.780,-2.188,31.942,32.163,1026.365,5.918,0.996,999.346,0.233,0.228,74.915,101.071,100.836,100.842,379.848,18.569,677.681,387.126,18.923,690.049,-0.001,0.000,0.000,0.000,0.000,0.067,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.002,0.000,0.000,0.000,0.000,NaN,NaN
17.000,-1.776,-2.183,31.942,32.163,1026.356,3.595,1.000,1000.628,0.251,0.247,73.023,101.590,101.335,101.339,377.975,18.477,674.353,387.081,18.921,689.976,-0.000,0.000,0.000,0.000,0.000,0.068,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,NaN
18.000,-1.776,-2.183,31.942,32.163,1026.347,5.796,0.996,1004.230,0.269,0.266,71.140,101.489,101.217,101.220,378.417,18.499,675.147,387.081,18.921,689.976,-0.000,0.000,0.000,0.000,0.000,0.070,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.002,0.000,0.000,0.000,0.000,NaN,NaN
19.000,-1.766,-2.173,31.942,32.163,1026.338,2.530,0.996,1005.577,0.287,0.284,69.272,101.143,100.854,100.857,379.779,18.565,677.577,386.975,18.916,689.801,-0.000,0.000,0.000,0.000,0.000,0.072,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,NaN
20.000,-1.760,-2.168,31.942,32.163,1026.329,4.185,0.996,1001.802,0.306,0.305,67.426,101.054,100.746,100.747,380.186,18.585,678.316,386.914,18.913,689.699,-0.000,0.000,0.000,0.000,0.000,0.074,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,NaN,NaN
21.000,-1.760,-2.168,31.942,32.163,1026.320,7.280,0.992,1006.393,0.326,0.325,65.606,101.471,101.141,101.141,378.699,18.513,675.670,386.914,18.913,689.699,-0.000,0.000,0.000,0.000,0.000,0.076,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.002,0.003,0.000,0.000,0.000,0.000,NaN,NaN
22.000,-1.760,-2.168,31.942,32.163,1026.311,14.130,0.990,992.652,0.345,0.345,63.820,101.027,100.680,100.680,380.434,18.597,678.767,386.914,18.913,689.699,-0.001,0.000,0.000,0.000,0.000,0.078,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.013,0.012,0.019,0.000,0.000,0.000,0.000,NaN,NaN
23.000,-1.760,-2.168,31.942,32.163,1026.303,5.274,0.990,994.779,0.366,0.365,62.074,102.444,102.071,102.071,375.240,18.344,669.499,386.914,18.913,689.699,-0.010,0.000,0.000,0.000,0.000,0.081,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.014,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.000,0.000,0.000,0.000,NaN,NaN
24.000,-1.760,-2.168,31.942,32.163,1026.294,5.108,0.990,1003.192,0.387,0.386,60.373,102.246,101.852,101.853,376.044,18.383,670.933,386.914,18.913,689.699,-0.002,0.000,0.000,0.000,0.000,0.083,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.000,0.000,0.000,0.000,NaN,NaN
25.000,-1.760,-2.168,31.942,32.163,1026.286,3.415,0.990,1004.201,0.408,0.408,58.725,101.410,100.998,100.999,379.224,18.538,676.608,386.914,18.913,689.699,-0.001,0.000,0.000,0.000,0.000,0.085,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,NaN
26.000,-1.760,-2.168,31.942,32.163,1026.279,4.159,0.990,1008.171,0.431,0.430,57.134,101.331,100.896,100.897,379.606,18.557,677.288,386.914,18.913,689.699,-0.000,0.000,0.000,0.000,0.000,0.088,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,NaN,NaN
27.000,-1.760,-2.168,31.942,32.163,1026.271,5.248,0.990,999.508,0.453,0.453,55.607,100.955,100.499,100.500,381.106,18.630,679.966,386.914,18.913,689.699,-0.000,0.000,0.000,0.000,0.000,0.090,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.000,0.000,0.000,0.000,NaN,NaN
28.000,-1.760,-2.168,31.942,32.163,1026.264,2.304,0.990,1003.018,0.477,0.476,54.151,101.853,101.370,101.371,377.831,18.470,674.123,386.914,18.913,689.699,-0.001,0.000,0.000,0.000,0.000,0.092,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,NaN
29.000,-1.760,-2.168,31.942,32.163,1026.258,1.064,0.990,1011.738,0.501,0.500,52.771,101.521,101.015,101.016,379.158,18.535,676.490,386.914,18.913,689.699,-0.000,0.000,0.000,0.000,0.000,0.095,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,NaN
30.000,-1.760,-2.168,31.942,32.163,1026.251,4.807,0.990,1011.650,0.526,0.525,51.474,100.671,100.144,100.145,382.455,18.696,682.372,386.914,18.913,689.699,-0.000,0.000,0.000,0.000,0.000,0.097,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.000,0.000,0.000,0.000,NaN,NaN
31.000,-1.760,-2.168,31.942,32.163,1026.245,9.407,0.990,983.551,0.551,0.550,50.266,100.705,100.153,100.154,382.421,18.695,682.312,386.914,18.913,689.699,-0.000,0.000,0.000,0.000,0.000,0.099,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.004,0.006,0.000,0.000,0.000,0.000,NaN,NaN
32.000,-1.760,-2.168,31.942,32.163,1026.240,3.452,0.990,1006.667,0.577,0.576,49.150,103.606,103.012,103.013,371.800,18.175,663.361,386.914,18.913,689.699,-0.008,0.000,0.000,0.000,0.000,0.102,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,NaN
33.000,-1.760,-2.168,31.942,32.163,1026.235,5.437,0.990,1017.482,0.603,0.602,48.125,101.254,100.646,100.648,380.538,18.603,678.952,386.914,18.913,689.699,-0.001,0.000,0.000,0.000,0.000,0.104,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.000,0.000,0.000,0.000,NaN,NaN
34.000,-1.760,-2.168,31.942,32.163,1026.231,3.250,0.990,1005.315,0.630,0.629,47.185,100.204,99.577,99.578,384.626,18.802,686.246,386.914,18.913,689.699,-0.000,0.000,0.000,0.000,0.000,0.106,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,NaN
35.000,-1.760,-2.168,31.942,32.163,1026.226,2.346,0.990,1006.321,0.658,0.657,46.326,101.445,100.782,100.783,380.027,18.578,678.040,386.914,18.913,689.699,-0.001,0.000,0.000,0.000,0.000,0.108,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,NaN
36.000,-1.764,-2.172,31.942,32.163,1026.223,1.849,0.990,1017.617,0.686,0.685,45.542,101.372,100.681,100.682,380.407,18.596,678.718,386.958,18.915,689.773,-0.000,0.000,0.000,0.000,0.000,0.110,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,NaN
37.000,-1.774,-2.182,31.942,32.163,1026.219,7.701,0.990,1021.976,0.715,0.713,44.829,100.263,99.552,99.554,384.721,18.807,686.410,387.064,18.920,689.948,-0.000,0.000,0.000,0.000,0.000,0.112,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.002,0.003,0.000,0.000,0.000,0.000,NaN,NaN
38.000,-1.776,-2.183,31.942,32.163,1026.216,7.928,0.992,1025.578,0.743,0.739,44.181,99.838,99.101,99.105,386.474,18.893,689.523,387.083,18.921,689.979,0.000,0.000,0.000,0.000,0.000,0.113,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.003,0.002,0.004,0.000,0.000,0.000,0.000,NaN,NaN
39.000,-1.778,-2.186,31.942,32.163,1026.213,8.581,0.994,1021.169,0.772,0.768,43.595,99.512,98.749,98.753,387.854,18.960,691.984,387.109,18.922,690.021,0.001,0.000,0.000,0.000,0.000,0.115,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.005,0.000,0.000,0.000,0.000,NaN,NaN
40.000,-1.778,-2.186,31.942,32.163,1026.211,7.923,0.994,1017.156,0.802,0.797,43.065,99.964,99.169,99.174,386.213,18.880,689.051,387.109,18.922,690.021,0.000,0.000,0.000,0.000,0.000,0.116,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.003,0.002,0.004,0.000,0.000,0.000,0.000,NaN,NaN
41.000,-1.778,-2.186,31.942,32.163,1026.209,11.577,0.994,1012.405,0.832,0.828,42.586,100.389,99.561,99.565,384.695,18.806,686.344,387.109,18.922,690.021,-0.000,0.000,0.000,0.000,0.000,0.117,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.007,0.006,0.010,0.000,0.000,0.000,0.000,NaN,NaN
42.000,-1.778,-2.186,31.942,32.163,1026.206,8.777,0.994,1006.121,0.862,0.858,42.153,100.890,100.028,100.032,382.898,18.718,683.138,387.109,18.922,690.021,-0.002,0.000,0.000,0.000,0.000,0.119,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.005,0.000,0.000,0.000,0.000,NaN,NaN
43.000,-1.776,-2.183,31.942,32.163,1026.204,12.970,0.994,997.826,0.893,0.888,41.763,101.551,100.652,100.657,380.521,18.602,678.897,387.083,18.921,689.979,-0.002,0.000,0.000,0.000,0.000,0.120,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,0.010,0.009,0.014,0.000,0.000,0.000,0.000,NaN,NaN
44.000,-1.766,-2.173,31.942,32.163,1026.203,5.487,0.994,1008.445,0.923,0.919,41.409,102.432,101.495,101.499,377.359,18.447,673.259,386.977,18.916,689.804,-0.007,0.000,0.000,0.000,0.000,0.121,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.008,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.000,0.000,0.000,0.000,NaN,NaN
45.000,-1.761,-2.168,31.942,32.163,1026.201,2.600,0.994,1016.927,0.955,0.953,41.087,101.412,100.453,100.455,381.272,18.638,680.253,386.923,18.913,689.714,-0.001,0.000,0.000,0.000,0.000,0.122,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,NaN
46.000,-1.764,-2.172,31.942,32.163,1026.200,2.732,0.992,1015.980,0.987,0.985,40.793,100.612,99.629,99.630,384.425,18.793,685.886,386.958,18.915,689.773,-0.000,0.000,0.000,0.000,0.000,0.123,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,NaN
47.000,-1.768,-2.176,31.942,32.163,1026.198,0.856,0.992,1014.481,1.019,1.017,40.520,100.728,99.712,99.714,384.102,18.777,685.305,387.003,18.917,689.846,-0.000,0.000,0.000,0.000,0.000,0.123,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,NaN
48.000,-1.768,-2.176,31.942,32.163,1026.197,0.332,0.992,1007.151,1.051,1.048,40.265,100.898,99.848,99.851,383.579,18.751,684.367,387.003,18.917,689.846,-0.000,0.000,0.000,0.000,0.000,0.124,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,NaN
49.000,-1.778,-2.186,31.942,32.163,1026.196,3.401,0.992,1004.102,1.083,1.080,40.023,101.665,100.575,100.578,380.808,18.616,679.422,387.109,18.922,690.021,-0.000,0.000,0.000,-0.000,-0.000,0.125,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,NaN
50.000,-1.782,-2.189,31.942,32.163,1026.195,4.810,0.992,1007.163,1.115,1.111,39.788,101.978,100.853,100.858,379.758,18.564,677.535,387.144,18.924,690.080,-0.001,0.000,0.000,-0.000,-0.000,0.126,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.000,0.000,0.000,0.000,NaN,NaN
51.000,-1.780,-2.188,31.942,32.163,1026.194,9.771,0.994,1007.314,1.148,1.143,39.557,101.692,100.538,100.543,380.950,18.623,679.658,387.126,18.923,690.049,-0.001,0.000,0.000,-0.000,-0.000,0.126,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.004,0.004,0.006,0.000,0.000,0.000,0.000,NaN,NaN
52.000,-1.774,-2.182,31.942,32.163,1026.193,5.115,0.994,1011.574,1.180,1.175,39.323,101.714,100.527,100.532,380.989,18.625,679.730,387.064,18.920,689.948,-0.003,0.000,0.000,-0.000,-0.000,0.127,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.000,0.000,0.000,0.000,NaN,NaN
53.000,-1.762,-2.169,31.942,32.163,1026.191,3.812,0.994,1015.657,1.214,1.210,39.083,101.334,100.119,100.123,382.540,18.700,682.504,386.933,18.914,689.730,-0.001,0.000,0.000,-0.000,-0.000,0.128,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,NaN,NaN
54.000,-1.760,-2.168,31.942,32.163,1026.190,4.954,0.994,1018.031,1.247,1.245,38.831,100.994,99.750,99.752,383.955,18.770,685.045,386.914,18.913,689.699,-0.000,0.000,0.000,-0.000,-0.000,0.129,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.000,0.000,0.000,0.000,NaN,NaN
55.000,-1.760,-2.168,31.942,32.163,1026.189,3.664,0.990,1014.061,1.281,1.279,38.563,100.797,99.522,99.524,384.833,18.813,686.616,386.914,18.913,689.699,-0.000,0.000,0.000,-0.000,-0.000,0.130,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,NaN
56.000,-1.760,-2.168,31.942,32.163,1026.187,6.566,0.990,1022.020,1.314,1.313,38.274,101.225,99.912,99.913,383.333,18.739,683.938,386.914,18.913,689.699,-0.001,0.000,0.000,-0.000,-0.000,0.131,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.001,0.002,0.000,0.000,0.000,0.000,NaN,NaN
